Row_ID,Order_ID,Order_Date,Order_Priority,Order_Quantity,Sales,Discount,Ship_Mode,Profit,Unit_Price,Shipping_Cost,Customer_Name,City,Zip_Code,State,Region,Customer_Segment,Product_Category,Product_Sub-Category,Product_Name,Product_Container,Product_Base_Margin,Ship_Date
114,740,15/07/2011,Medium,6,28.01,0.09,Regular Air,3.46,4.98,0.49,Thomas Boland,Sheboygan,53081,Wisconsin,Central,Corporate,Office Supplies,Labels,Avery White Multi-Purpose Labels,Small Box,0.39,15/07/2011
115,769,01/06/2010,Medium,37,4261.94,0.02,Delivery Truck,4.15,115.99,56.14,Roy French,Munster,46321,Indiana,Central,Consumer,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jumbo Drum,0.4,02/06/2010
116,771,16/06/2011,Critical,18,88.84,0.08,Regular Air,-38.35,4.98,4.72,Darrin Van Huff,Henderson,42420,Kentucky,South,Home Office,Office Supplies,Paper,Xerox 1949,Small Box,0.36,17/06/2011
117,772,16/04/2010,High,35,589.24,0.08,Regular Air,-38.35,17.52,8.17,Pamela Stobb,Oceanside,11572,New York,East,Consumer,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,Medium Box,0.5,18/04/2010
118,772,16/04/2010,High,25,233.05,0.1,Regular Air,86.93,9.9,1.39,Pamela Stobb,Oceanside,11572,New York,East,Consumer,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,Small Box,0.37,18/04/2010
119,773,25/09/2010,Medium,38,2071.3395,0.06,Regular Air,324.93,65.99,8.99,Helen Abelman,Merrillville,46410,Indiana,Central,Home Office,Technology,Telephones and Communication,Talkabout T8367,Small Box,0.56,26/09/2010
120,774,03/12/2011,Critical,17,126.57,0.03,Regular Air,-752.13,4.48,49,Sibella Parks,Albany,97321,Oregon,West,Small Business,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Large Box,0.6,05/12/2011
121,775,17/03/2011,Critical,35,43.57,0.1,Regular Air,-19.17,1.26,0.7,Peter McVee,Watertown,2471,MA,East,Small Business,Office Supplies,Rubber Bands,Bagged Rubber Bands,Wrap Bag,0.81,18/03/2011
122,775,17/03/2011,Critical,8,31.87,0.1,Regular Air,-1.25,4.26,1.2,Peter McVee,Wellesley,2457,MA,East,Small Business,Office Supplies,Pens & Art Supplies,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Wrap Bag,0.44,19/03/2011
123,801,17/02/2012,Critical,20,59.85,0.03,Regular Air,-47.41,2.74,3.5,Thais Sissman,Poinciana,34759,Florida,South,Corporate,Office Supplies,Pens & Art Supplies,Rogers Handheld Barrel Pencil Sharpener,Small Pack,0.58,20/02/2012
124,802,04/01/2011,Critical,33,378.6,0.08,Regular Air,12.72,11.7,5.63,Kean Nguyen,Lima,45801,Ohio,East,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Small Box,0.4,06/01/2011
125,802,04/01/2011,Critical,2,38.5,0.09,Regular Air,-52.14,15.99,9.4,Kean Nguyen,Lima,45801,Ohio,East,Corporate,Technology,Office Machines,"AT&T Black Trimline Phone, Model 210",Small Box,0.49,04/01/2011
126,805,04/07/2011,Not Specified,39,197.56,0.02,Regular Air,-119.86,4.97,5.71,Toby Swindell,Gallatin,37066,Tennessee,South,Small Business,Furniture,Office Furnishings,"DAX Value U-Channel Document Frames, Easel Back",Medium Box,0.54,06/07/2011
127,807,23/11/2010,Medium,45,196.85,0.01,Regular Air,-166.85,4.28,6.18,Neola Schneider,Joliet,60432,Illinois,Central,Home Office,Office Supplies,Paper,Xerox 1980,Small Box,0.4,24/11/2010
128,807,23/11/2010,Medium,32,124.56,0.04,Regular Air,-14.33,3.95,2,Neola Schneider,Joliet,60432,Illinois,Central,Home Office,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,Wrap Bag,0.53,24/11/2010
129,832,18/04/2012,Low,7,53.46,0.02,Regular Air,-17.58,6.48,5.9,Alice McCarthy,Kearns,84118,Utah,West,Corporate,Office Supplies,Paper,Xerox 1976,Small Box,0.37,22/04/2012
130,833,12/02/2009,Medium,1,19.32,0.03,Regular Air,-20.32,12.53,7.17,Olvera Toch,Kenosha,53142,Wisconsin,Central,Home Office,Office Supplies,Binders and Binder Accessories,GBC ProClick Spines for 32-Hole Punch,Small Box,0.38,13/02/2009
131,834,22/05/2009,Medium,15,1813.04,0.01,Delivery Truck,-164.4,115.99,56.14,Eugene Moren,Aurora,80013,Colorado,West,Home Office,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jumbo Drum,0.4,23/05/2009
132,835,07/10/2011,Not Specified,18,125.16,0.02,Regular Air,-23.48,6.48,5.14,Duane Huffman,Lancaster,75146,Texas,Central,Small Business,Office Supplies,Paper,Xerox 23,Small Box,0.37,08/10/2011
133,837,14/06/2009,Not Specified,11,65.7,0.01,Regular Air,13.41,5.84,0.83,Sean O'Donnell,Dickinson,58601,North Dakota,Central,Corporate,Office Supplies,Pens & Art Supplies,Avery Hi-Liter® Smear-Safe Highlighters,Wrap Bag,0.49,16/06/2009
134,868,08/06/2012,Not Specified,32,716.84,0,Regular Air,134.72,21.78,5.94,Carlos Daly,Park Ridge,60068,Illinois,Central,Home Office,Office Supplies,Appliances,Holmes HEPA Air Purifier,Medium Box,0.5,09/06/2012
135,868,08/06/2012,Not Specified,31,1474.33,0.04,Regular Air,114.46,47.98,3.61,Carlos Daly,Park Ridge,60068,Illinois,Central,Home Office,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Small Pack,0.71,10/06/2012
136,870,19/06/2010,Not Specified,23,1661.04,0.04,Regular Air,475.54,70.97,3.5,Valerie Dominguez,Orlando,32839,Florida,South,Corporate,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59,19/06/2010
137,871,14/11/2011,Low,17,104.94,0.06,Regular Air,-34.97,6.24,5.22,David Kendrick,Saratoga,95070,California,West,Home Office,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Small Box,0.6,14/11/2011
138,896,08/03/2010,Critical,50,1246.52,0.01,Regular Air,52.48,24.92,12.98,Edward Nazzal,The Colony,75056,Texas,Central,Home Office,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,08/03/2010
139,898,02/06/2010,High,40,676.13,0.03,Regular Air,45.39,15.98,6.5,Sanjit Jacobs,Hagerstown,21740,Maryland,East,Consumer,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.48,04/06/2010
140,898,02/06/2010,High,26,7668.55,0.04,Delivery Truck,-715.78,296.18,54.12,Sanjit Jacobs,Hagerstown,21740,Maryland,East,Consumer,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,0.76,02/06/2010
141,900,30/09/2009,Not Specified,29,1193.65,0.07,Regular Air,507.58,40.98,2.99,Karen Carlisle,Townsend,1469,MA,East,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Small Box,0.36,01/10/2009
142,902,26/07/2009,Not Specified,10,1925.83,0.09,Regular Air,359.83,207.48,0.99,Meg O'Connel,Joplin,64804,MO,Central,Corporate,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Small Box,0.55,29/07/2009
143,928,01/03/2011,Low,21,1222.68,0.06,Express Air,300.97,59.98,3.99,Anthony O'Donnell,Overland Park,66212,Kansas,Central,Consumer,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57,06/03/2011
144,928,01/03/2011,Low,26,390.2,0.02,Express Air,45,14.58,7.4,Anthony O'Donnell,Overland Park,66212,Kansas,Central,Consumer,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box,0.48,03/03/2011
145,929,01/10/2012,High,21,227.66,0.04,Regular Air,-100.16,10.97,6.5,Luke Foster,Chico,95928,California,West,Corporate,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Small Box,0.64,04/10/2012
146,929,01/10/2012,High,39,84.33,0.04,Regular Air,-64.29,2.08,2.56,Luke Foster,Chico,95928,California,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Kleencut® Forged Office Shears by Acme United Corporation,Small Pack,0.55,03/10/2012
147,930,16/12/2009,Critical,22,922.39,0.03,Express Air,-41.64,41.32,58.66,Phillina Ober,Winchester,22601,Virginia,South,Small Business,Furniture,Office Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Medium Box,0.76,17/12/2009
148,930,16/12/2009,Critical,11,79.19,0,Regular Air,13.91,6.88,2,Phillina Ober,Winchester,22601,Virginia,South,Small Business,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Wrap Bag,0.39,16/12/2009
149,933,04/08/2012,Not Specified,15,80.61,0.02,Regular Air,-4.72,5.28,2.99,Claudia Miner,Quincy,62301,Illinois,Central,Small Business,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Small Box,0.37,04/08/2012
150,960,20/09/2009,Medium,46,605.97,0.07,Regular Air,-22.72,13.73,6.85,Jim Kriz,Fairborn,45324,Ohio,East,Consumer,Furniture,Office Furnishings,DAX Wood Document Frame.,Wrap Bag,0.54,21/09/2009
151,962,05/05/2009,Low,33,4064.05,0.06,Regular Air,1408.19,122.99,19.99,Mike Vittorini,Garden City,48135,Michigan,Central,Small Business,Office Supplies,Binders and Binder Accessories,GBC Therma-A-Bind 250T Electric Binding System,Small Box,0.37,07/05/2009
152,962,05/05/2009,Low,47,3213.87,0.08,Delivery Truck,-1069.72,68.81,60,Mike Vittorini,Grand Rapids,49505,Michigan,Central,Small Business,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41,07/05/2009
153,964,19/05/2011,Medium,50,315.02,0.02,Regular Air,95.16,5.98,1.49,Stefania Perrino,Concord,3301,New Hampshire,East,Corporate,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Small Box,0.39,21/05/2011
154,964,19/05/2011,Medium,4,40.02,0.02,Regular Air,-1.28,9.93,1.09,Stefania Perrino,New Bedford,2740,MA,East,Corporate,Office Supplies,Pens & Art Supplies,Peel-Off® China Markers,Wrap Bag,0.43,21/05/2011
155,965,14/05/2011,Low,42,11230.25,0.07,Delivery Truck,-679.04,280.98,35.67,Jas O'Carroll,Xenia,45385,Ohio,East,Corporate,Furniture,Tables,Global Adaptabilities™ Conference Tables,Jumbo Box,0.66,21/05/2011
156,967,20/06/2012,Medium,6,90.56,0.03,Regular Air,-37.58,13.99,7.51,Maureen Gastineau,Chula Vista,91911,California,West,Consumer,Technology,Office Machines,Sharp EL500L Fraction Calculator,Medium Box,0.39,22/06/2012
157,967,20/06/2012,Medium,42,1634.9,0.01,Regular Air,502.42,37.74,2.9,Maureen Gastineau,Chula Vista,91911,California,West,Consumer,Office Supplies,Pens & Art Supplies,Panasonic KP-150 Electric Pencil Sharpener,Small Pack,0.59,21/06/2012
158,967,20/06/2012,Medium,48,11278.18,0.01,Delivery Truck,1836.81,227.55,32.48,Maureen Gastineau,Chula Vista,91911,California,West,Consumer,Furniture,Tables,Hon Rectangular Conference Tables,Jumbo Box,0.68,23/06/2012
159,994,19/04/2009,Low,38,132.07,0.06,Regular Air,14,3.58,1.63,Kelly Lampkin,Garland,75043,Texas,Central,Corporate,Office Supplies,Rubber Bands,"OIC Colored Binder Clips, Assorted Sizes",Wrap Bag,0.36,23/04/2009
160,995,30/05/2011,Medium,46,1815.49,0.03,Regular Air,782.91,39.89,3.04,Neola Schneider,Joliet,60432,Illinois,Central,Home Office,Furniture,Office Furnishings,Ultra Commercial Grade Dual Valve Door Closer,Wrap Bag,0.53,31/05/2011
161,998,25/11/2009,Not Specified,16,248.26,0.07,Regular Air,93.8,15.74,1.39,Allen Rosenblatt,Alton,62002,Illinois,Central,Small Business,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Small Box,0.4,26/11/2009
162,999,04/09/2010,Low,6,583.64,0.08,Regular Air,-179.5,95.43,19.99,Max Jones,Radnor,19087,Pennsylvania,East,Home Office,Office Supplies,Storage & Organization,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Small Box,0.79,11/09/2010
163,1027,02/06/2012,Medium,19,1406.15,0.04,Delivery Truck,-379.1,70.98,46.74,Hallie Redmond,Coos Bay,97420,Oregon,West,Home Office,Furniture,Bookcases,"Hon Metal Bookcases, Putty",Jumbo Box,0.56,04/06/2012
164,1028,05/01/2009,High,6,165.75,0.03,Regular Air,-28.46,28.48,1.99,Matt Collins,Fort Dodge,50501,Iowa,Central,Consumer,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,06/01/2009
165,1028,05/01/2009,High,11,2021.147,0.01,Regular Air,-60.39,205.99,5.99,Matt Collins,Fort Dodge,50501,Iowa,Central,Consumer,Technology,Telephones and Communication,3285,Small Box,0.59,07/01/2009
166,1031,31/08/2009,Medium,34,226.1,0,Regular Air,-52.21,6.37,5.19,Sanjit Jacobs,Hagerstown,21740,Maryland,East,Consumer,Office Supplies,Binders and Binder Accessories,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Small Box,0.38,02/09/2009
167,1057,19/02/2012,Critical,41,341.36,0.09,Regular Air,-52.48,8.46,3.62,Anthony Witt,Deer Park,77536,Texas,Central,Corporate,Technology,Computer Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Small Pack,0.61,21/02/2012
168,1058,25/04/2010,Medium,3,469.438,0.07,Regular Air,-888.16,195.99,8.99,Jim Epp,Blacksburg,24060,Virginia,South,Small Business,Technology,Telephones and Communication,T28 WORLD,Small Box,0.6,26/04/2010
169,1059,26/02/2009,Critical,22,127.33,0.02,Regular Air,5.3,5.34,2.99,Sean O'Donnell,Dickinson,58601,North Dakota,Central,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.38,28/02/2009
170,1059,26/02/2009,Critical,24,990.1,0.03,Regular Air,310.22,40.98,7.47,Sean O'Donnell,Dickinson,58601,North Dakota,Central,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Small Box,0.37,27/02/2009
171,1060,20/02/2010,Medium,30,1187.55,0,Regular Air,532.61,37.7,2.99,Harold Dahlen,Pendleton,97801,Oregon,West,Corporate,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,Small Box,0.35,22/02/2010
172,1088,20/05/2012,Low,13,269.02,0.1,Regular Air,-112,20.97,6.5,Muhammed Yedwab,Oakton,22124,Virginia,South,Consumer,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,27/05/2012
173,1095,21/08/2011,Medium,28,142.18,0.07,Regular Air,-50.14,4.98,4.72,Ed Braxton,Surprise,85374,Arizona,West,Consumer,Office Supplies,Paper,Xerox 1949,Small Box,0.36,23/08/2011
174,1127,18/09/2011,Not Specified,48,5340.5,0.01,Regular Air,1215.28,110.98,13.99,Stuart Calhoun,Grove City,43123,Ohio,East,Consumer,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Medium Box,0.69,19/09/2011
175,1154,14/02/2012,Critical,44,4462.23,0.04,Delivery Truck,440.72,100.98,26.22,Sylvia Foulston,Mount Prospect,60056,Illinois,Central,Home Office,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,Jumbo Box,0.6,16/02/2012
176,1154,14/02/2012,Critical,11,663.784,0.25,Regular Air,-481.04,71.37,69,Sylvia Foulston,Mount Prospect,60056,Illinois,Central,Home Office,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,0.68,16/02/2012
177,1154,14/02/2012,Critical,23,115.1,0.02,Regular Air,53.13,4.91,0.5,Thea Hendricks,Derry,3038,New Hampshire,East,Home Office,Office Supplies,Labels,Avery 493,Small Box,0.36,16/02/2012
178,1154,14/02/2012,Critical,7,516.65,0.01,Express Air,57.1,70.97,3.5,Thea Hendricks,Stamford,6903,Connecticut,East,Home Office,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59,15/02/2012
179,1185,23/08/2012,Low,7,374.78,0.09,Regular Air,20.03,55.48,14.3,Ionia McGrath,Bessemer,35020,Alabama,South,Home Office,Office Supplies,Paper,Xerox 194,Small Box,0.37,27/08/2012
180,1187,19/11/2012,Medium,14,222.91,0.05,Regular Air,20.21,15.98,4,Guy Armstrong,Indianapolis,46203,Indiana,Central,Corporate,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.37,20/11/2012
181,1189,08/04/2009,Critical,27,129.1,0,Regular Air,-59.82,4.42,4.99,Aaron Smayling,Smithtown,11787,New York,East,Small Business,Office Supplies,Envelopes,Grip Seal Envelopes,Small Box,0.38,09/04/2009
182,1191,06/11/2011,Medium,35,3532.96,0.08,Delivery Truck,-243.6,100.8,60,Karl Brown,Westfield,7090,New Jersey,East,Home Office,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Jumbo Drum,0.59,07/11/2011
183,1217,25/04/2012,Not Specified,25,662.16,0.07,Regular Air,185.21,28.48,1.99,Sung Shariari,Monroe,71203,Louisiana,South,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,26/04/2012
184,1218,19/06/2009,Not Specified,3,46.46,0.1,Regular Air,-25.13,14.42,6.75,Craig Carroll,Papillion,68046,Nebraska,Central,Corporate,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,0.52,22/06/2009
185,1221,18/04/2012,Not Specified,1,14.68,0.06,Regular Air,-13.78,8.6,6.19,Lela Donovan,Shelby,49455,Michigan,Central,Corporate,Office Supplies,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,Small Box,0.38,18/04/2012
186,1221,18/04/2012,Not Specified,11,10145.14,0.03,Regular Air,3724.57,896.99,19.99,Lela Donovan,Southfield,48034,Michigan,Central,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,Small Box,0.38,20/04/2012
187,1221,18/04/2012,Not Specified,16,68.45,0.08,Regular Air,-57.88,4.24,5.41,Lela Donovan,Southfield,48034,Michigan,Central,Corporate,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box,0.35,20/04/2012
188,1222,04/02/2010,Medium,48,257.39,0.08,Regular Air,-121.91,5.28,5.57,Nicole Brennan,Rock Springs,82901,Wyoming,West,Home Office,Office Supplies,Paper,Xerox 1981,Small Box,0.4,04/02/2010
189,1253,25/01/2010,Critical,15,494.34,0.05,Regular Air,-30.19,31.98,6.72,Tanja Norvell,Saint Cloud,34769,Florida,South,Consumer,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Small Box,0.75,25/01/2010
190,1280,10/01/2010,Low,40,827.27,0.05,Regular Air,-170.87,20.97,6.5,Harold Dahlen,Pendleton,97801,Oregon,West,Corporate,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.78,10/01/2010
191,1282,27/02/2012,Not Specified,26,892.38,0,Regular Air,366.48,31.78,1.99,Emily Grady,Prairie Village,66202,Kansas,Central,Home Office,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42,29/02/2012
192,1282,27/02/2012,Not Specified,10,29.41,0.01,Regular Air,-2.06,2.78,1.34,Emily Grady,Prairie Village,66202,Kansas,Central,Home Office,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.45,29/02/2012
193,1285,31/05/2012,Critical,27,3874.12,0,Delivery Truck,-305.98,130.98,54.74,Sally Matthias,Mankato,56001,Minnesota,Central,Corporate,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,0.69,31/05/2012
194,1285,31/05/2012,Critical,8,1452.216,0.05,Delivery Truck,-277.29,218.75,69.64,Sally Matthias,Mankato,56001,Minnesota,Central,Corporate,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77,01/06/2012
195,1286,13/05/2010,Not Specified,46,234.37,0.05,Regular Air,-144.68,5.18,5.74,Lena Creighton,Norristown,19401,Pennsylvania,East,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box,0.36,14/05/2010
196,1286,13/05/2010,Not Specified,14,1000.3565,0.06,Regular Air,229.78,85.99,3.3,Lena Creighton,Norristown,19401,Pennsylvania,East,Home Office,Technology,Telephones and Communication,Accessory20,Small Pack,0.37,15/05/2010
197,1287,04/07/2009,High,39,3908.65,0.06,Regular Air,480.57,105.29,10.12,Mitch Willingham,Roswell,30076,Georgia,South,Corporate,Furniture,Office Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Large Box,0.79,06/07/2009
198,1313,12/09/2009,Critical,34,840.07,0,Regular Air,-83.75,22.84,16.92,Sally Matthias,Mankato,56001,Minnesota,Central,Home Office,Office Supplies,Paper,Xerox 1973,Small Box,0.39,14/09/2009
199,1314,12/05/2009,Medium,4,42.58,0,Regular Air,-7.61,9.27,4.39,Justin Knight,Bettendorf,52722,Iowa,Central,Corporate,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Wrap Bag,0.38,14/05/2009
200,1317,18/05/2011,High,44,523.42,0.06,Regular Air,39.42,11.7,5.63,Janet Lee,Fayetteville,28314,North Carolina,South,Consumer,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Small Box,0.4,20/05/2011
201,1317,18/05/2011,High,40,192.54,0.08,Regular Air,-186.73,4.98,7.44,Janet Lee,Fayetteville,28314,North Carolina,South,Consumer,Office Supplies,Paper,Xerox 1922,Small Box,0.36,19/05/2011
202,1317,18/05/2011,High,29,156.7,0.06,Regular Air,-76.64,5.28,5.57,Janet Lee,Fayetteville,28314,North Carolina,South,Consumer,Office Supplies,Paper,Xerox 1981,Small Box,0.4,20/05/2011
203,1344,15/04/2012,Low,15,834.904,0.06,Regular Air,-11.68,65.99,5.26,Jim Radford,Elgin,60123,Illinois,Central,Corporate,Technology,Telephones and Communication,g520,Small Box,0.59,22/04/2012
